headword,pos,CEFR,CoreInventory_1,CoreInventory_2,Threshold,
broaden,verb,C2,,,,
circulate,verb,C2,,,,
consolidate,verb,C2,,,,
converge,verb,C2,,,,
disperse,verb,C2,,,,
harmonize,verb,C2,,,,
acquisition,noun,B2,,,,
actual,adjective,B2,,,,
acute,adjective,B2,,,,
adequate,adjective,B2,,,,
advance,noun,B2,,,,
adverse,adjective,B2,,,,
aim,verb,B2,,,,
alphabetical,adjective,B2,,,,
alter,verb,B2,,,,
ambiguous,adjective,B2,,,,
ample,adjective,B2,,,,
amuse,verb,B2,,,,
anonymous,adjective,B2,,,,
antique,adjective,B2,,,,
appeal,verb,B2,,,,
appreciative,adjective,B2,,,,
approach,verb,B2,,,,
approximate,adjective,B2,,,,
arouse,verb,B2,,,,
assemble,verb,B2,,,,
assert,verb,B2,,,,
assumption,noun,B2,,,,
assurance,noun,B2,,,,
assure,verb,B2,,,,
astonishing,adjective,B2,,,,
attached,adjective,B2,,,,
attainment,noun,B2,,,,
attendance,noun,B2,,,,
atypical,adjective,B2,,,,
authoritative,adjective,B2,,,,
backup,noun,B2,,,,
badge,noun,B2,,,,
bark,verb,B2,,,,
barren,adjective,B2,,,,
beat,noun,B2,,,,
bend,noun,B2,,,,
betray,verb,B2,,,,
bid,verb,B2,,,,
bind,verb,B2,,,,
blade,noun,B2,,,,
blast,verb,B2,,,,
blaze,noun,B2,,,,
blaze,verb,B2,,,,
blink,verb,B2,,,,
bloody,adjective,B2,,,,
blur,verb,B2,,,,
blush,verb,B2,,,,
bolt,verb,B2,,,,
bony,adjective,B2,,,,
boost,verb,B2,,,,
bow,verb,B2,,,,
brake,verb,B2,,,,
breakdown,noun,B2,,,,
breed,noun,B2,,,,
broadcast,verb,B2,,,,
broaden,verb,B2,,,,
bum,noun,B2,,,,
buzz,noun,B2,,,,
buzz,verb,B2,,,,
campaign,noun,B2,,,,
capability,noun,B2,,,,
carefree,adjective,B2,,,,
carve,verb,B2,,,,
cast,noun,B2,,,,
cast,verb,B2,,,,
catchy,adjective,B2,,,,
cause,noun,B2,,,,
challenge,verb,B2,,,,
charming,adjective,B2,,,,
chase,verb,B2,,,,
cheat,verb,B2,,,,
cheerfulness,noun,B2,,,,
chop,verb,B2,,,,
circuit,noun,B2,,,,
clap,verb,B2,,,,
clarify,verb,B2,,,,
clog,verb,B2,,,,
closure,noun,B2,,,,
clumsy,adjective,B2,,,,
coarse,adjective,B2,,,,
coherent,adjective,B2,,,,
coincide,verb,B2,,,,
coincidence,noun,B2,,,,
collapse,verb,B2,,,,
comb,verb,B2,,,,
commission,noun,B2,,,,
community,noun,B2,,,,
competent,adjective,B2,,,,
complexion,noun,B2,,,,
component,noun,B2,,,,
comprehensive,adjective,B2,,,,
compromise,verb,B2,,,,
conceit,noun,B2,,,,
conceive,verb,B2,,,,
concession,noun,B2,,,,
condemn,verb,B2,,,,
conduct,verb,B2,,,,
confront,verb,B2,,,,
conscience,noun,B2,,,,
consciousness,noun,B2,,,,
consistent,adjective,B2,,,,
consolation,noun,B2,,,,
constant,adjective,B2,,,,
consult,verb,B2,,,,
contemporary,adjective,B2,,,,
contradiction,noun,B2,,,,
contradictory,adjective,B2,,,,
conventional,adjective,B2,,,,
conversion,noun,B2,,,,
convert,verb,B2,,,,
cool,verb,B2,,,,
cooperation,noun,B2,,,,
cooperative,adjective,B2,,,,
core,noun,B2,,,,
corporal,adjective,B2,,,,
corporate,adjective,B2,,,,
correct,verb,B2,,,,
corresponding,adjective,B2,,,,
corrupt,adjective,B2,,,,
corruption,noun,B2,,,,
costume,noun,B2,,,,
crack,noun,B2,,,,
crack,verb,B2,,,,
crawl,verb,B2,,,,
creepy,adjective,B2,,,,
criminal,adjective,B2,,,,
criticism,noun,B2,,,,
crucial,adjective,B2,,,,
cure,verb,B2,,,,
damn,adjective,B2,,,,
dash,noun,B2,,,,
dash,verb,B2,,,,
dawn,noun,B2,,,,
dearly,adverb,B2,,,,
decay,verb,B2,,,,
decent,adjective,B2,,,,
deceptive,adjective,B2,,,,
decisive,adjective,B2,,,,
decline,verb,B2,,,,
deep,adjective,B2,,,,
deficit,noun,B2,,,,
deliberate,adjective,B2,,,,
demolish,verb,B2,,,,
dense,adjective,B2,,,,
dependable,adjective,B2,,,,
deposit,verb,B2,,,,
desperation,noun,B2,,,,
detach,verb,B2,,,,
determined,adjective,B2,,,,
devoted,adjective,B2,,,,
dignity,noun,B2,,,,
dim,adjective,B2,,,,
dip,verb,B2,,,,
discipline,noun,B2,,,,
discredit,verb,B2,,,,
disguise,noun,B2,,,,
dismiss,verb,B2,,,,
disorder,noun,B2,,,,
disorderly,adjective,B2,,,,
disposition,noun,B2,,,,
distinguished,adjective,B2,,,,
diversion,noun,B2,,,,
divided,adjective,B2,,,,
division,noun,B2,,,,
domestic,adjective,B2,,,,
dominate,verb,B2,,,,
double,noun,B2,,,,
double,verb,B2,,,,
doubly,adverb,B2,,,,
doubt,verb,B2,,,,
doubtful,adjective,B2,,,,
down,adjective,B2,,,,
downsize,verb,B2,,,,
drain,verb,B2,,,,
dreadful,adjective,B2,,,,
dumb,adjective,B2,,,,
ease,noun,B2,,,,
ease,verb,B2,,,,
economical,adjective,B2,,,,
edit,verb,B2,,,,
effectively,adverb,B2,,,,
elect,verb,B2,,,,
elective,adjective,B2,,,,
elegance,noun,B2,,,,
elegant,adjective,B2,,,,
embrace,noun,B2,,,,
emergence,noun,B2,,,,
endorse,verb,B2,,,,
energy,noun,B2,,,,
engagement,noun,B2,,,,
enhance,verb,B2,,,,
enterprise,noun,B2,,,,
equal,verb,B2,,,,
equip,verb,B2,,,,
erupt,verb,B2,,,,
estimate,noun,B2,,,,
evacuate,verb,B2,,,,
evil,noun,B2,,,,
exalt,verb,B2,,,,
exceed,verb,B2,,,,
exception,noun,B2,,,,
exceptional,adjective,B2,,,,
exclaim,verb,B2,,,,
exclude,verb,B2,,,,
execute,verb,B2,,,,
exhausting,adjective,B2,,,,
exhibit,verb,B2,,,,
existing,adjective,B2,,,,
exotic,adjective,B2,,,,
experiment,verb,B2,,,,
explode,verb,B2,,,,
exploit,verb,B2,,,,
explosive,adjective,B2,,,,
export,verb,B2,,,,
exquisite,adjective,B2,,,,
extension,noun,B2,,,,
external,adjective,B2,,,,
extract,verb,B2,,,,
fabric,noun,B2,,,,
fabulous,adjective,B2,,,,
facilitate,verb,B2,,,,
facilities,noun,B2,,,,
factor,noun,B2,,,,
faith,noun,B2,,,,
falter,verb,B2,,,,
far,adjective,B2,,,,
fat,noun,B2,,,,
fatal,adjective,B2,,,,
fear,verb,B2,,,,
federal,adjective,B2,,,,
fierce,adjective,B2,,,,
figurative,adjective,B2,,,,
file,verb,B2,,,,
fire,verb,B2,,,,
fit,noun,B2,,,,
fixed,adjective,B2,,,,
flap,verb,B2,,,,
flash,noun,B2,,,,
flash,verb,B2,,,,
flaw,noun,B2,,,,
flexible,adjective,B2,,,,
flip,verb,B2,,,,
fluid,adjective,B2,,,,
focus,noun,B2,,,,
force,verb,B2,,,,
formation,noun,B2,,,,
formidable,adjective,B2,,,,
forthcoming,adjective,B2,,,,
foul,adjective,B2,,,,
frame,verb,B2,,,,
free,verb,B2,,,,
friendly,adjective,B2,,,,
frontier,noun,B2,,,,
functional,adjective,B2,,,,
fundamental,adjective,B2,,,,
funky,adjective,B2,,,,
furious,adjective,B2,,,,
genius,noun,B2,,,,
genuine,adjective,B2,,,,
ghetto,noun,B2,,,,
glare,noun,B2,,,,
gloomy,adjective,B2,,,,
glorify,verb,B2,,,,
god,noun,B2,,,,
godly,adjective,B2,,,,
good,noun,B2,,,,
gradual,adjective,B2,,,,
grain,noun,B2,,,,
grand,adjective,B2,,,,
grasp,noun,B2,,,,
gravitation,noun,B2,,,,
grim,adjective,B2,,,,
grip,noun,B2,,,,
gross,adjective,B2,,,,
guarantee,verb,B2,,,,
guard,verb,B2,,,,
hail,verb,B2,,,,
hairy,adjective,B2,,,,
hammer,verb,B2,,,,
hang,noun,B2,,,,
haste,noun,B2,,,,
haunt,verb,B2,,,,
haunting,adjective,B2,,,,
heap,verb,B2,,,,
hell,noun,B2,,,,
heritage,noun,B2,,,,
hesitation,noun,B2,,,,
hollow,adjective,B2,,,,
hook,verb,B2,,,,
hospitable,adjective,B2,,,,
humble,adjective,B2,,,,
icy,adjective,B2,,,,
identical,adjective,B2,,,,
idle,adjective,B2,,,,
ignorant,adjective,B2,,,,
impartial,adjective,B2,,,,
implement,verb,B2,,,,
implication,noun,B2,,,,
imprison,verb,B2,,,,
improved,adjective,B2,,,,
impulse,noun,B2,,,,
impulsive,adjective,B2,,,,
inadequate,adjective,B2,,,,
inanimate,adjective,B2,,,,
indent,verb,B2,,,,
indifferent,adjective,B2,,,,
indispensable,adjective,B2,,,,
indulge,verb,B2,,,,
indulgent,adjective,B2,,,,
ineffective,adjective,B2,,,,
inert,adjective,B2,,,,
infect,verb,B2,,,,
inflate,verb,B2,,,,
informal,adjective,B2,,,,
inhabit,verb,B2,,,,
inherit,verb,B2,,,,
injured,adjective,B2,,,,
innovative,adjective,B2,,,,
inside,adjective,B2,,,,
instruct,verb,B2,,,,
insult,noun,B2,,,,
intellectual,adjective,B2,,,,
interpret,verb,B2,,,,
interpretation,noun,B2,,,,
intimate,adjective,B2,,,,
intrude,verb,B2,,,,
investigate,verb,B2,,,,
invisible,adjective,B2,,,,
irrational,adjective,B2,,,,
irresistible,adjective,B2,,,,
irritating,adjective,B2,,,,
issue,verb,B2,,,,
itch,verb,B2,,,,
jam,verb,B2,,,,
keen,adjective,B2,,,,
knot,noun,B2,,,,
label,noun,B2,,,,
lap,noun,B2,,,,
leak,noun,B2,,,,
leak,verb,B2,,,,
lean,verb,B2,,,,
leap,noun,B2,,,,
legendary,adjective,B2,,,,
legitimate,adjective,B2,,,,
level,verb,B2,,,,
liberal,adjective,B2,,,,
lick,verb,B2,,,,
lid,noun,B2,,,,
lifeless,adjective,B2,,,,
lighten,verb,B2,,,,
lighting,noun,B2,,,,
limb,noun,B2,,,,
line,verb,B2,,,,
linger,verb,B2,,,,
list,verb,B2,,,,
literal,adjective,B2,,,,
load,verb,B2,,,,
lousy,adjective,B2,,,,
lush,adjective,B2,,,,
major,noun,B2,,,,
manipulate,verb,B2,,,,
manual,adjective,B2,,,,
manufacture,verb,B2,,,,
margin,noun,B2,,,,
marketing,noun,B2,,,,
mass,noun,B2,,,,
mate,noun,B2,,,,
mathematical,adjective,B2,,,,
mature,adjective,B2,,,,
means,noun,B2,,,,
mediocre,adjective,B2,,,,
mercy,noun,B2,,,,
merge,verb,B2,,,,
microscopic,adjective,B2,,,,
mix,noun,B2,,,,
mixture,noun,B2,,,,
modest,adjective,B2,,,,
modification,noun,B2,,,,
moral,adjective,B2,,,,
mortal,adjective,B2,,,,
motion,noun,B2,,,,
mount,verb,B2,,,,
moving,adjective,B2,,,,
muddy,adjective,B2,,,,
multiply,verb,B2,,,,
mutable,adjective,B2,,,,
naughty,adjective,B2,,,,
navigate,verb,B2,,,,
neat,adjective,B2,,,,
necessarily,adverb,B2,,,,
need,noun,B2,,,,
nerves,noun,B2,,,,
noble,adjective,B2,,,,
nod,verb,B2,,,,
nomination,noun,B2,,,,
numerical,adjective,B2,,,,
object,verb,B2,,,,
objective,adjective,B2,,,,
obligation,noun,B2,,,,
odd,adjective,B2,,,,
offend,verb,B2,,,,
offhand,adverb,B2,,,,
offshore,adjective,B2,,,,
operator,noun,B2,,,,
oral,adjective,B2,,,,
originate,verb,B2,,,,
outrageous,adjective,B2,,,,
outside,adjective,B2,,,,
overall,adjective,B2,,,,
overlook,verb,B2,,,,
overseas,adjective,B2,,,,
overshadow,verb,B2,,,,
packed,adjective,B2,,,,
pandemic,adjective,B2,,,,
panic,verb,B2,,,,
part,verb,B2,,,,
particular,adjective,B2,,,,
pastoral,adjective,B2,,,,
patch,noun,B2,,,,
peak,noun,B2,,,,
penetrate,verb,B2,,,,
perceive,verb,B2,,,,
perception,noun,B2,,,,
permeate,verb,B2,,,,
petty,adjective,B2,,,,
phase,noun,B2,,,,
philosophical,adjective,B2,,,,
picturesque,adjective,B2,,,,
pitch,noun,B2,,,,
pitch,verb,B2,,,,
planning,noun,B2,,,,
plead,verb,B2,,,,
plot,noun,B2,,,,
pluck,verb,B2,,,,
plug,verb,B2,,,,
pointless,adjective,B2,,,,
poison,verb,B2,,,,
pop,verb,B2,,,,
portion,noun,B2,,,,
potent,adjective,B2,,,,
potential,adjective,B2,,,,
pound,verb,B2,,,,
precede,verb,B2,,,,
precisely,adverb,B2,,,,
predicate,verb,B2,,,,
prehistoric,adjective,B2,,,,
prescribe,verb,B2,,,,
present,verb,B2,,,,
prestigious,adjective,B2,,,,
prevail,verb,B2,,,,
price,verb,B2,,,,
primary,adjective,B2,,,,
prime,adjective,B2,,,,
probable,adjective,B2,,,,
process,verb,B2,,,,
project,verb,B2,,,,
prompt,adjective,B2,,,,
promptly,adverb,B2,,,,
punch,verb,B2,,,,
purchase,noun,B2,,,,
pursuit,noun,B2,,,,
qualification,noun,B2,,,,
question,verb,B2,,,,
quotable,adjective,B2,,,,
quote,verb,B2,,,,
rack,noun,B2,,,,
radiate,verb,B2,,,,
rally,noun,B2,,,,
range,verb,B2,,,,
rape,verb,B2,,,,
rash,adjective,B2,,,,
rate,verb,B2,,,,
reaction,noun,B2,,,,
reasonably,adverb,B2,,,,
recognition,noun,B2,,,,
recruit,verb,B2,,,,
rectangular,adjective,B2,,,,
redundant,adjective,B2,,,,
reference,noun,B2,,,,
reflective,adjective,B2,,,,
regard,noun,B2,,,,
regulate,verb,B2,,,,
reinforce,verb,B2,,,,
reinforcement,noun,B2,,,,
rejection,noun,B2,,,,
relief,noun,B2,,,,
relieve,verb,B2,,,,
reluctant,adjective,B2,,,,
repress,verb,B2,,,,
repression,noun,B2,,,,
research,verb,B2,,,,
residence,noun,B2,,,,
resign,verb,B2,,,,
resistance,noun,B2,,,,
resolution,noun,B2,,,,
restriction,noun,B2,,,,
resume,verb,B2,,,,
retard,verb,B2,,,,
retreat,noun,B2,,,,
retrieve,verb,B2,,,,
review,verb,B2,,,,
revive,verb,B2,,,,
revolution,noun,B2,,,,
rip,verb,B2,,,,
risky,adjective,B2,,,,
roar,verb,B2,,,,
rock,verb,B2,,,,
rocky,adjective,B2,,,,
roll,verb,B2,,,,
rosy,adjective,B2,,,,
round,verb,B2,,,,
ruinous,adjective,B2,,,,
rule,verb,B2,,,,
sack,verb,B2,,,,
sail,verb,B2,,,,
satisfactory,adjective,B2,,,,
scan,verb,B2,,,,
scarcely,adverb,B2,,,,
schedule,verb,B2,,,,
scramble,verb,B2,,,,
scratch,verb,B2,,,,
screen,verb,B2,,,,
seal,noun,B2,,,,
secondary,adjective,B2,,,,
sector,noun,B2,,,,
segment,noun,B2,,,,
sense,verb,B2,,,,
sensible,adjective,B2,,,,
sensitive,adjective,B2,,,,
separate,verb,B2,,,,
serene,adjective,B2,,,,
serial,adjective,B2,,,,
sexual,adjective,B2,,,,
shabby,adjective,B2,,,,
shaky,adjective,B2,,,,
sharply,adverb,B2,,,,
shatter,verb,B2,,,,
shell,verb,B2,,,,
shock,verb,B2,,,,
shooting,noun,B2,,,,
shortness,noun,B2,,,,
shower,verb,B2,,,,
sincere,adjective,B2,,,,
sincerity,noun,B2,,,,
sketch,verb,B2,,,,
skip,verb,B2,,,,
slam,verb,B2,,,,
slight,adjective,B2,,,,
sloppy,adjective,B2,,,,
smash,verb,B2,,,,
snap,verb,B2,,,,
sneak,verb,B2,,,,
sniff,verb,B2,,,,
soak,verb,B2,,,,
soar,verb,B2,,,,
sociable,adjective,B2,,,,
softness,noun,B2,,,,
soil,noun,B2,,,,
sophisticated,adjective,B2,,,,
sound,adjective,B2,,,,
spare,adjective,B2,,,,
spare,verb,B2,,,,
spark,noun,B2,,,,
sparkling,adjective,B2,,,,
specify,verb,B2,,,,
spin,verb,B2,,,,
splash,noun,B2,,,,
spot,verb,B2,,,,
spray,verb,B2,,,,
spread,verb,B2,,,,
squeeze,verb,B2,,,,
stain,verb,B2,,,,
stake,noun,B2,,,,
stamp,verb,B2,,,,
standard,adjective,B2,,,,
startle,verb,B2,,,,
starve,verb,B2,,,,
stern,adjective,B2,,,,
stick,noun,B2,,,,
stiff,adjective,B2,,,,
stimulate,verb,B2,,,,
stock,noun,B2,,,,
stopover,noun,B2,,,,
store,verb,B2,,,,
straighten,verb,B2,,,,
straightforward,adjective,B2,,,,
strain,verb,B2,,,,
strand,noun,B2,,,,
strangle,verb,B2,,,,
striking,adjective,B2,,,,
strip,verb,B2,,,,
stroke,noun,B2,,,,
stroke,verb,B2,,,,
struggle,verb,B2,,,,
stuff,verb,B2,,,,
submit,verb,B2,,,,
subside,verb,B2,,,,
substance,noun,B2,,,,
substitute,verb,B2,,,,
subtle,adjective,B2,,,,
subtract,verb,B2,,,,
suck,verb,B2,,,,
superb,adjective,B2,,,,
suppress,verb,B2,,,,
surrender,verb,B2,,,,
suspect,verb,B2,,,,
suspend,verb,B2,,,,
sustain,verb,B2,,,,
swing,noun,B2,,,,
swing,verb,B2,,,,
symbolic,adjective,B2,,,,
sympathetic,adjective,B2,,,,
tack,verb,B2,,,,
tactile,adjective,B2,,,,
tame,adjective,B2,,,,
tap,verb,B2,,,,
tease,verb,B2,,,,
technical,adjective,B2,,,,
temperate,adjective,B2,,,,
tender,adjective,B2,,,,
test,verb,B2,,,,
testimony,noun,B2,,,,
theme,noun,B2,,,,
thoughtful,adjective,B2,,,,
thoughtless,adjective,B2,,,,
thread,noun,B2,,,,
threaten,verb,B2,,,,
thrilling,adjective,B2,,,,
time,verb,B2,,,,
tip,verb,B2,,,,
tolerant,adjective,B2,,,,
tolerate,verb,B2,,,,
tough,adjective,B2,,,,
trace,verb,B2,,,,
track,verb,B2,,,,
trade,verb,B2,,,,
trail,verb,B2,,,,
tramp,noun,B2,,,,
transfer,noun,B2,,,,
transparent,adjective,B2,,,,
tread,verb,B2,,,,
treat,verb,B2,,,,
trial,noun,B2,,,,
tricky,adjective,B2,,,,
trip,verb,B2,,,,
trivial,adjective,B2,,,,
tropic,adjective,B2,,,,
trust,noun,B2,,,,
truthful,adjective,B2,,,,
turbulent,adjective,B2,,,,
ultimate,adjective,B2,,,,
unacceptable,adjective,B2,,,,
unattractive,adjective,B2,,,,
uncommon,adjective,B2,,,,
unconcerned,adjective,B2,,,,
unconscious,adjective,B2,,,,
underestimate,verb,B2,,,,
underground,adjective,B2,,,,
understanding,noun,B2,,,,
uneven,adjective,B2,,,,
universal,adjective,B2,,,,
unload,verb,B2,,,,
unlock,verb,B2,,,,
unofficial,adjective,B2,,,,
unreliable,adjective,B2,,,,
unsuitable,adjective,B2,,,,
unsure,adjective,B2,,,,
untie,verb,B2,,,,
unwilling,adjective,B2,,,,
unworldly,adjective,B2,,,,
update,noun,B2,,,,
upgrade,noun,B2,,,,
upgrade,verb,B2,,,,
upright,adjective,B2,,,,
upset,verb,B2,,,,
utter,verb,B2,,,,
vacant,adjective,B2,,,,
valid,adjective,B2,,,,
vanish,verb,B2,,,,
variation,noun,B2,,,,
varied,adjective,B2,,,,
verbal,adjective,B2,,,,
version,noun,B2,,,,
very,adjective,B2,,,,
vigorous,adjective,B2,,,,
violate,verb,B2,,,,
vital,adjective,B2,,,,
want,noun,B2,,,,
water,verb,B2,,,,
weaken,verb,B2,,,,
welcome,noun,B2,,,,
western,adjective,B2,,,,
whip,verb,B2,,,,
whistle,verb,B2,,,,
widen,verb,B2,,,,
wilderness,noun,B2,,,,
wind,verb,B2,,,,
winding,adjective,B2,,,,
wire,verb,B2,,,,
withdrawal,noun,B2,,,,
worldly,adjective,B2,,,,
worldwide,adjective,B2,,,,
yell,verb,B2,,,,
yield,verb,B2,,,,
abandon,verb,B1,,,,
able,adjective,B1,,,,
abnormal,adjective,B1,,,,
aboard,adverb,B1,,,,
absence,noun,B1,,,,
absent,adjective,B1,,,,
absolute,adjective,B1,,,,
absorb,verb,B1,,,,
abstract,adjective,B1,,,,
accent,noun,B1,,,,
acceptance,noun,B1,,,,
access,noun,B1,,,,
accessible,adjective,B1,,,,
accidental,adjective,B1,,,,
account,verb,B1,,,,
accuracy,noun,B1,,,,
acknowledge,verb,B1,,,,
acquire,verb,B1,,,,
act,verb,B1,,,,
active,adjective,B1,,,,
address,verb,B1,,,,
administration,noun,B1,,,,
adopt,verb,B1,,,,
advance,verb,B1,,,,
affect,verb,B1,,,,
afford,verb,B1,,,,
aggressive,adjective,B1,,,,
agreement,noun,B1,,,,
aid,noun,B1,,,,
aim,noun,B1,,,,
alcoholic,adjective,B1,,,,
allowance,noun,B1,,,,
aloud,adverb,B1,,,,
alternative,adjective,B1,,,,
altogether,adverb,B1,,,,
amazing,adjective,B1,,,,
amount,noun,B1,,,,
amusing,adjective,B1,,,,
animated,adjective,B1,,,,
annual,adjective,B1,,,,
anyhow,adverb,B1,,,,
apology,noun,B1,,,,
apparent,adjective,B1,,,,
appeal,noun,B1,,,,
application,noun,B1,,,,
appoint,verb,B1,,,,
appreciation,noun,B1,,,,
approach,noun,B1,,,,
approval,noun,B1,,,,
arrange,verb,B1,,,,
arrangement,noun,B1,,,,
artistic,adjective,B1,,,,
aside,adverb,B1,,,,
assign,verb,B1,,,,
assistance,noun,B1,,,,
assume,verb,B1,,,,
athletic,adjective,B1,,,,
atmosphere,noun,B1,,,,
attend,verb,B1,,,,
attract,verb,B1,,,,
authority,noun,B1,,,,
auxiliary,adjective,B1,,,,
available,adjective,B1,,,,
awareness,noun,B1,,,,
awkward,adjective,B1,,,,
back,verb,B1,,,,
balance,noun,B1,,,,
bald,adjective,B1,,,,
bang,noun,B1,,,,
bang,verb,B1,,,,
bar,verb,B1,,,,
bare,adjective,B1,,,,
barely,adverb,B1,,,,
base,verb,B1,,,,
basin,noun,B1,,,,
basis,noun,B1,,,,
bat,verb,B1,,,,
bathe,verb,B1,,,,
beat,verb,B1,,,,
behalf,noun,B1,,,,
behave,verb,B1,,,,
bent,adjective,B1,,,,
bet,verb,B1,,,,
bill,verb,B1,,,,
bitter,adjective,B1,,,,
blame,noun,B1,,,,
blend,verb,B1,,,,
blessing,noun,B1,,,,
blind,adjective,B1,,,,
block,verb,B1,,,,
board,verb,B1,,,,
bold,adjective,B1,,,,
bond,noun,B1,,,,
book,verb,B1,,,,
booking,noun,B1,,,,
bother,noun,B1,,,,
bounce,verb,B1,,,,
bound,adjective,B1,,,,
breath,noun,B1,,,,
breathless,adjective,B1,,,,
breed,verb,B1,,,,
brief,adjective,B1,,,,
broad,adjective,B1,,,,
bubble,noun,B1,,,,
bull,noun,B1,,,,
bump,verb,B1,,,,
burn,verb,B1,,,,
burst,verb,B1,,,,
caller,noun,B1,,,,
calm,adjective,B1,,,,
cancel,verb,B1,,,,
capable,adjective,B1,,,,
capacity,noun,B1,,,,
capture,verb,B1,,,,
care,verb,B1,,,,
careless,adjective,B1,,,,
carelessly,adverb,B1,,,,
casual,adjective,B1,,,,
caution,noun,B1,,,,
central,adjective,B1,,,,
ceremony,noun,B1,,,,
certainty,noun,B1,,,,
challenging,adjective,B1,,,,
charge,noun,B1,,,,
charge,verb,B1,,,,
chemistry,noun,B1,,,,
choke,verb,B1,,,,
circle,verb,B1,,,,
civil,adjective,B1,,,,
comfort,noun,B1,,,,
command,noun,B1,,,,
comment,noun,B1,,,,
commercial,adjective,B1,,,,
commit,verb,B1,,,,
comparison,noun,B1,,,,
competitive,adjective,B1,,,,
complement,noun,B1,,,,
complete,verb,B1,,,,
complex,adjective,B1,,,,
compose,verb,B1,,,,
composition,noun,B1,,,,
concerned,adjective,B1,,,,
conclude,verb,B1,,,,
conclusion,noun,B1,,,,
confidence,noun,B1,,,,
confirm,verb,B1,,,,
